yr,mn,ym,sn,cardname,b,d,editable,_url,[0].amt,[1].amt,[2].amt,[3].amt,[4].amt,[5].amt,_3000A,_3000B,機構名稱,類別,第一類電子支付帳戶,第二類電子支付帳戶,第三類電子支付帳戶,總計,維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,_1900A,_1900B,[6].amt,[7].amt,[8].amt,[9].amt,[10].amt,[11].amt,_2900A,_2900B,項目,代理收付實質交易款項、收受儲值款項、電子支付帳戶間款項移轉業務,小計,與境外機構合作或協助從事電子支付機構業務相關行為,符合第二類電子支付帳戶之認證程序,符合第三類電子支付帳戶之認證程序
108,7,108/07,3,一卡通,22875575,537520,false,,0,0,739453,952723903,539566,113195497,1279019,1065919400,一卡通票證股份有限公司,,,739453,539566,1279019,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1279019,1065919400,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,6,108/06,3,一卡通,22338055,1075541,false,,0,0,787433,829508368,574010,86836434,1361443,916344802,一卡通票證股份有限公司,,,787433,574010,1361443,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1361443,916344802,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,5,108/05,3,一卡通,21262514,351202,false,,0,0,757041,805649863,527516,89875203,1284557,895525066,一卡通票證股份有限公司,,,757041,527516,1284557,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1284557,895525066,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,4,108/04,3,一卡通,20911312,367838,false,,0,0,683236,746105434,451880,73575216,1135116,819680650,一卡通票證股份有限公司,,,683236,451880,1135116,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1135116,819680650,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,3,108/03,3,一卡通,20543474,324048,false,,0,0,632713,663673753,410605,54196436,1043318,717870189,一卡通票證股份有限公司,,,632713,410605,1043318,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1043318,717870189,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,2,108/02,3,一卡通,20219426,326172,false,,0,0,2234017,1137309038,330420,49793992,2564437,1187103030,一卡通票證股份有限公司,,,2234017,330420,2564437,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2564437,1187103030,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,1,108/01,3,一卡通,19893254,352363,false,,0,0,495913,605173532,357033,46082519,852946,651256051,一卡通票證股份有限公司,,,495913,357033,852946,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,852946,651256051,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
107,12,107/12,3,一卡通,19540891,313700,false,,0,0,464401,516980824,330107,35926827,794508,552907651,一卡通票證股份有限公司,,,464401,330107,794508,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,794508,552907651,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
107,11,107/11,3,一卡通,19227191,607271,false,,0,0,458825,475163019,296354,29317030,755179,504480049,一卡通票證股份有限公司,,,458825,296354,755179,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,755179,504480049,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
107,10,107/10,3,一卡通,18619920,389629,false,,0,0,506322,383351737,179199,12361836,685521,395713573,一卡通票證股份有限公司,,,506322,179199,685521,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,685521,395713573,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
107,9,107/09,3,一卡通,18230291,382456,false,,0,0,14830023,838547583,124615,7084405,14954638,845631988,一卡通票證股份有限公司,,,14830023,124615,14954638,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,14954638,845631988,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
107,8,107/08,3,一卡通,17847835,373028,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,7,107/07,3,一卡通,17474807,328383,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,6,107/06,3,一卡通,17146424,271245,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5,107/05,3,一卡通,16875179,573427,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,4,107/04,3,一卡通,16301752,590319,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,3,107/03,3,一卡通,15711433,397880,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2,107/02,3,一卡通,15313553,217679,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,107/01,3,一卡通,15095874,245370,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,12,106/12,3,一卡通,14850504,189349,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,11,106/11,3,一卡通,14661155,320137,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,10,106/10,3,一卡通,14341018,356592,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,9,106/09,3,一卡通,13984426,295132,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,8,106/08,3,一卡通,13689294,216160,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,7,106/07,3,一卡通,13473134,249314,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,6,106/06,3,一卡通,13223820,277213,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5,106/05,3,一卡通,12946607,318808,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4,106/04,3,一卡通,12627799,219261,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,3,106/03,3,一卡通,12408538,334007,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2,106/02,3,一卡通,12074531,324932,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,106/01,3,一卡通,11749599,310565,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,12,105/12,3,一卡通,11439034,234834,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,11,105/11,3,一卡通,11204200,260609,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,10,105/10,3,一卡通,10943591,242340,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,9,105/09,3,一卡通,10701251,302299,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,8,105/08,3,一卡通,10398952,372985,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,7,105/07,3,一卡通,10025967,340786,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,6,105/06,3,一卡通,9685181,423207,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5,105/05,3,一卡通,9261974,189847,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,4,105/04,3,一卡通,9072127,205030,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,3,105/03,3,一卡通,8867097,304678,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2,105/02,3,一卡通,8562419,333617,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,105/01,3,一卡通,8228802,180831,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,12,104/12,3,一卡通,8047971,346919,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,11,104/11,3,一卡通,7701052,488308,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,10,104/10,3,一卡通,7212744,302068,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,9,104/09,3,一卡通,6910676,375655,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,8,104/08,3,一卡通,6535021,60675,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,7,104/07,3,一卡通,6283322,244932,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,6,104/06,3,一卡通,6038390,168390,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5,104/05,3,一卡通,5870000,169077,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4,104/04,3,一卡通,5700923,132349,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3,104/03,3,一卡通,5568574,199005,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2,104/02,3,一卡通,5369569,158224,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,104/01,3,一卡通,5211345,141895,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,12,103/12,3,一卡通,5069450,204373,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,11,103/11,3,一卡通,4865077,110907,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,10,103/10,3,一卡通,4754170,162074,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,9,103/09,3,一卡通,4592096,89047,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,8,103/08,3,一卡通,4503049,60968,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,7,103/07,3,一卡通,4442081,52564,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,6,103/06,3,一卡通,4389517,91899,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5,103/05,3,一卡通,4297618,59588,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4,103/04,3,一卡通,4238030,62905,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3,103/03,3,一卡通,4175125,75509,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2,103/02,3,一卡通,4099616,53019,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
