yr,mn,ym,sn,cardname,b,d,editable,b2,c,c2,d2,k,k2,l,l2,n,n2,n_tot,n2_tot,p,p2,p_tot,p2_tot,機構名稱,資料月份,卡片名稱,發卡總數,流通卡數,當月發卡數,當月停卡數,當月贖回金額,當月偽冒停卡張數,當年度累計偽冒停卡張數,當月偽冒損失金額,當年度累計偽冒損失金額,維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,e,e2,f,f2,g,g2,h,h2,i,i2,j,j2,m,m2,當月儲(加)值金額,當月儲(加)值卡數,當月儲(加)值次數,當月消費金額,當月消費卡數,當月消費次數,儲值總餘額
109,10,109/10,3,一卡通,28052010,283297,false,27139394,24326845,23414250,283297,76660,76660,4875513,4875513,1,1,32,2,0,0,16,0,一卡通票證股份有限公司,109 年 10 月,一卡通,28052010,24326845,283297,76660,4875513,1,32,0,16,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,717276510,717276510,1013444,1013444,2093272,2093272,691012615,691012615,2083150,2083150,33196926,33196926,1589067728,1589067728,717276510,1013444,2093272,691012615,2083150,33196926,1589067728
109,9,109/09,3,一卡通,27768713,440016,false,26857977,24120208,23209493,440016,77760,77760,4871529,4871529,1,1,31,1,0,0,16,0,一卡通票證股份有限公司,109 年 09 月,一卡通,27768713,24120208,440016,77760,4871529,1,31,0,16,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,675606586,675606586,921226,921226,1907281,1907281,656170517,656170517,1948458,1948458,32341504,32341485,1567679346,1567679346,675606586,921226,1907281,656170517,1948458,32341504,1567679346
109,8,109/08,3,一卡通,27328697,317044,false,,23757952,,,75193,,4961987,,3,,30,0,0,,16,0,一卡通票證股份有限公司,109 年 08 月,一卡通,27328697,23757952,317044,75193,4961987,3,30,0,16,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,696369921,,982249,,2046175,,674547369,,2024504,,30768135,,1553114806,,696369921,982249,2046175,674547369,2024504,30768135,1553114806
109,7,109/07,3,一卡通,27011653,346021,false,,23516101,,,81035,,4820676,,10,,27,0,16,,16,0,一卡通票證股份有限公司,109 年 07 月,一卡通,27011653,23516101,346021,81035,4820676,10,27,16,16,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,698928724,,960296,,2014297,,675901343,,1997106,,31307741,,1536254241,,698928724,960296,2014297,675901343,1997106,31307741,1536254241
109,6,109/06,3,一卡通,26665632,268329,false,,23251115,,,56684,,3946474,,4,,17,0,0,,0,0,一卡通票證股份有限公司,109 年 06 月,一卡通,26665632,23251115,268329,56684,3946474,4,17,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,658407681,,907373,,1876977,,641444473,,1876996,,29910717,,1518047536,,658407681,907373,1876977,641444473,1876996,29910717,1518047536
109,5,109/05,3,一卡通,26397303,229490,false,,23039470,,,86443,,4030106,,5,,13,0,0,,0,0,一卡通票證股份有限公司,109 年 05 月,一卡通,26397303,23039470,229490,86443,4030106,5,13,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,637797475,,785612,,1730137,,632373396,,1725878,,28794534,,1505030802,,637797475,785612,1730137,632373396,1725878,28794534,1505030802
109,4,109/04,3,一卡通,26167813,233951,false,,22896423,,,77127,,3653474,,3,,8,0,0,,0,0,一卡通票證股份有限公司,109 年 04 月,一卡通,26167813,22896423,233951,77127,3653474,3,8,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,578914549,,682074,,1470753,,571630303,,1543266,,25585304,,1503636829,,578914549,682074,1470753,571630303,1543266,25585304,1503636829
109,3,109/03,3,一卡通,25933862,285901,false,,22739599,,,82474,,4449807,,0,,5,0,0,,0,0,一卡通票證股份有限公司,109 年 03 月,一卡通,25933862,22739599,285901,82474,4449807,0,5,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,668792786,,773328,,1742228,,662130478,,1709264,,29740155,,1500006057,,668792786,773328,1742228,662130478,1709264,29740155,1500006057
109,2,109/02,3,一卡通,25647961,370187,false,,22536172,,,81132,,6611706,,1,,5,0,0,,0,0,一卡通票證股份有限公司,109 年 02 月,一卡通,25647961,22536172,370187,81132,6611706,1,5,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,635423549,,893359,,1857217,,611349369,,1879898,,26102443,,1497793556,,635423549,893359,1857217,611349369,1879898,26102443,1497793556
109,1,109/01,3,一卡通,25277774,326714,false,,22247117,,,79464,,7339820,,4,,4,0,0,,0,0,一卡通票證股份有限公司,109 年 01 月,一卡通,25277774,22247117,326714,79464,7339820,4,4,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,750275403,,1159214,,2265828,,723605722,,2314151,,32636412,,1480331082,,750275403,1159214,2265828,723605722,2314151,32636412,1480331082
108,12,108/12,3,一卡通,24951060,377511,false,,21999867,,,213331,,6139392,,1,,3,0,0,,9298,0,一卡通票證股份有限公司,108 年 12 月,一卡通,24951060,21999867,377511,213331,6139392,1,3,0,9298,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,806172078,,1183532,,2527225,,777822409,,2310198,,37909969,,1461001221,,806172078,1183532,2527225,777822409,2310198,37909969,1461001221
108,11,108/11,3,一卡通,24573549,418653,false,,21835687,,,75187,,4807980,,1,,2,0,3253,,9298,0,一卡通票證股份有限公司,108 年 11 月,一卡通,24573549,21835687,418653,75187,4807980,1,2,3253,9298,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,750595847,,1085487,,2307531,,730566237,,2216519,,36570707,,1438790944,,750595847,1085487,2307531,730566237,2216519,36570707,1438790944
108,10,108/10,3,一卡通,24154896,499587,false,,21492221,,,84431,,4314081,,0,,1,0,0,,6045,0,一卡通票證股份有限公司,108 年 10 月,一卡通,24154896,21492221,499587,84431,4314081,0,1,0,6045,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,790250752,,1110317,,2318267,,764351500,,2261949,,37711845,,1423569314,,790250752,1110317,2318267,764351500,2261949,37711845,1423569314
108,9,108/09,3,一卡通,23655309,331062,false,,21077065,,,52033,,4365385,,0,,1,0,0,,6045,0,一卡通票證股份有限公司,108 年 09 月,一卡通,23655309,21077065,331062,52033,4365385,0,1,0,6045,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,787279283,,1068158,,2191928,,736960310,,2187091,,34528809,,1401984143,,787279283,1068158,2191928,736960310,2187091,34528809,1401984143
108,8,108/08,3,一卡通,23324247,448672,false,,20798036,,,71059,,3727254,,0,,1,0,0,,6045,0,一卡通票證股份有限公司,108 年 08 月,一卡通,23324247,20798036,448672,71059,3727254,0,1,0,6045,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,776179523,,1097113,,2218120,,761027337,,2189308,,33055507,,1356030555,,776179523,1097113,2218120,761027337,2189308,33055507,1356030555
108,7,108/07,3,一卡通,22875575,537520,false,,20420423,,,69087,,4369157,,0,,1,0,0,,6045,0,一卡通票證股份有限公司,108 年 07 月,一卡通,22875575,20420423,537520,69087,4369157,0,1,0,6045,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,797515723,,1084046,,2245859,,771971302,,2202039,,33965412,,1344605623,,797515723,1084046,2245859,771971302,2202039,33965412,1344605623
108,6,108/06,3,一卡通,22338055,1075541,false,,19951990,,,72819,,4193183,,0,,1,0,0,,6045,0,一卡通票證股份有限公司,108 年 06 月,一卡通,22338055,19951990,1075541,72819,4193183,0,1,0,6045,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,785665076,,1080442,,2207723,,758688299,,2216819,,31681645,,1323430359,,785665076,1080442,2207723,758688299,2216819,31681645,1323430359
108,5,108/05,3,一卡通,21262514,351202,false,,18949268,,,68473,,4073006,,0,,1,0,0,,6045,0,一卡通票證股份有限公司,108 年 05 月,一卡通,21262514,18949268,351202,68473,4073006,0,1,0,6045,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,811701538,,1060638,,2235673,,805009222,,2162743,,34362828,,1300646765,,811701538,1060638,2235673,805009222,2162743,34362828,1300646765
108,4,108/04,3,一卡通,20911312,367838,false,,18666539,,,71947,,3448718,,0,,1,0,0,,6045,0,一卡通票證股份有限公司,108 年 04 月,一卡通,20911312,18666539,367838,71947,3448718,0,1,0,6045,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,819211145,,1315921,,2427130,,777428525,,2184696,,32566498,,1298027455,,819211145,1315921,2427130,777428525,2184696,32566498,1298027455
108,3,108/03,3,一卡通,20543474,324048,false,,18370648,,,53085,,3487073,,1,,1,0,6045,,6045,0,一卡通票證股份有限公司,108 年 03 月,一卡通,20543474,18370648,324048,53085,3487073,1,1,6045,6045,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,827375960,,1424768,,2574569,,790752710,,2220127,,33573985,,1259693553,,827375960,1424768,2574569,790752710,2220127,33573985,1259693553
108,2,108/02,3,一卡通,20219426,326172,false,,18099685,,,54761,,3780883,,0,,0,0,0,,0,0,一卡通票證股份有限公司,108 年 02 月,一卡通,20219426,18099685,326172,54761,3780883,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,727127368,,1154263,,2077019,,679152239,,2302206,,28321956,,1226557376,,727127368,1154263,2077019,679152239,2302206,28321956,1226557376
108,1,108/01,3,一卡通,19893254,352363,false,,17828274,,,80229,,3342067,,0,,0,0,0,,0,0,一卡通票證股份有限公司,108 年 01 月,一卡通,19893254,17828274,352363,80229,3342067,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,791444400,,1094486,,2233876,,771618837,,2232434,,32506207,,1182363130,,791444400,1094486,2233876,771618837,2232434,32506207,1182363130
107,12,107/12,3,一卡通,19540891,313700,false,,17556140,,,62321,,3135342,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 12 月,一卡通,19540891,17556140,313700,62321,3135342,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,838740306,,1167436,,2433783,,809978680,,2313592,,35148463,,1165879634,,838740306,1167436,2433783,809978680,2313592,35148463,1165879634
107,11,107/11,3,一卡通,19227191,607271,false,,17304761,,,53310,,3416131,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 11 月,一卡通,19227191,17304761,607271,53310,3416131,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,783500257,,1055019,,2194378,,765599853,,2166959,,33508756,,1140253350,,783500257,1055019,2194378,765599853,2166959,33508756,1140253350
107,10,107/10,3,一卡通,18619920,389629,false,,16750800,,,56669,,4108978,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 10 月,一卡通,18619920,16750800,389629,56669,4108978,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,812410994,,1062735,,2244673,,782416813,,2163407,,34236280,,1125769077,,812410994,1062735,2244673,782416813,2163407,34236280,1125769077
107,9,107/09,3,一卡通,18230291,382456,false,,16417840,,,56240,,4372643,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 09 月,一卡通,18230291,16417840,382456,56240,4372643,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,759468836,,1028738,,2118306,,727269040,,2091970,,31179626,,1099883874,,759468836,1028738,2118306,727269040,2091970,31179626,1099883874
107,8,107/08,3,一卡通,17847835,373028,false,,16091624,,,63694,,3451226,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 08 月,一卡通,17847835,16091624,373028,63694,3451226,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,778259078,,1027581,,2139675,,752898228,,2076995,,30059579,,1072056721,,778259078,1027581,2139675,752898228,2076995,30059579,1072056721
107,7,107/07,3,一卡通,17474807,328383,false,,15782290,,,41503,,2699313,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 07 月,一卡通,17474807,15782290,328383,41503,2699313,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,763496632,,1039306,,2182314,,737389434,,2093480,,30415295,,1050147097,,763496632,1039306,2182314,737389434,2093480,30415295,1050147097
107,6,107/06,3,一卡通,17146424,271245,false,,15495410,,,49858,,2696972,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 06 月,一卡通,17146424,15495410,271245,49858,2696972,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,719962435,,1003727,,2119694,,699961137,,2028805,,30331703,,1026739212,,719962435,1003727,2119694,699961137,2028805,30331703,1026739212
107,5,107/05,3,一卡通,16875179,573427,false,,15274023,,,110470,,2553802,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 05 月,一卡通,16875179,15274023,573427,110470,2553802,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,754464255,,1005861,,2196544,,753224036,,2006406,,33049387,,1009434886,,754464255,1005861,2196544,753224036,2006406,33049387,1009434886
107,4,107/04,3,一卡通,16301752,590319,false,,14811066,,,38229,,2554613,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 04 月,一卡通,16301752,14811066,590319,38229,2554613,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,741488382,,1055506,,2230969,,708479419,,2084724,,31614865,,1010748469,,741488382,1055506,2230969,708479419,2084724,31614865,1010748469
107,3,107/03,3,一卡通,15711433,397880,false,,14258976,,,32527,,2530909,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 03 月,一卡通,15711433,14258976,397880,32527,2530909,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,751610701,,1019508,,2270418,,734267557,,2027295,,34195051,,980294119,,751610701,1019508,2270418,734267557,2027295,34195051,980294119
107,2,107/02,3,一卡通,15313553,217679,false,,13893623,,,24860,,2264900,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 02 月,一卡通,15313553,13893623,217679,24860,2264900,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,635028299,,1029461,,1927216,,589676817,,2101461,,27096536,,965481884,,635028299,1029461,1927216,589676817,2101461,27096536,965481884
107,1,107/01,3,一卡通,15095874,245370,false,,13700804,,,26506,,2528038,,0,,0,0,0,,0,0,一卡通票證股份有限公司,107 年 01 月,一卡通,15095874,13700804,245370,26506,2528038,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,669532447,,953935,,2001666,,650525409,,2020562,,33047146,,922395302,,669532447,953935,2001666,650525409,2020562,33047146,922395302
106,12,106/12,3,一卡通,14850504,189349,false,,13481940,,,34835,,2421584,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 12 月,一卡通,14850504,13481940,189349,34835,2421584,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,689323753,,1052525,,2225841,,658642694,,2070928,,35088504,,905916302,,689323753,1052525,2225841,658642694,2070928,35088504,905916302
106,11,106/11,3,一卡通,14661155,320137,false,,13327426,,,34460,,2036059,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 11 月,一卡通,14661155,13327426,320137,34460,2036059,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,672820081,,968662,,2146151,,656487603,,1861726,,31351945,,877656827,,672820081,968662,2146151,656487603,1861726,31351945,877656827
106,10,106/10,3,一卡通,14341018,356592,false,,13041749,,,30388,,1908850,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 10 月,一卡通,14341018,13041749,356592,30388,1908850,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,699211226,,1000277,,2231665,,669921461,,1923010,,30966863,,863360408,,699211226,1000277,2231665,669921461,1923010,30966863,863360408
106,9,106/09,3,一卡通,13984426,295132,false,,12715545,,,30788,,1761264,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 09 月,一卡通,13984426,12715545,295132,30788,1761264,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,672663048,,932316,,2095223,,646452396,,1792769,,29866014,,835979493,,672663048,932316,2095223,646452396,1792769,29866014,835979493
106,8,106/08,3,一卡通,13689294,216160,false,,12451201,,,25176,,1689871,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 08 月,一卡通,13689294,12451201,216160,25176,1689871,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,677413283,,991642,,2220756,,647946833,,1825469,,28270825,,811530105,,677413283,991642,2220756,647946833,1825469,28270825,811530105
106,7,106/07,3,一卡通,13473134,249314,false,,12260217,,,24371,,1527076,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 07 月,一卡通,13473134,12260217,249314,24371,1527076,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,640412925,,936114,,2057297,,614796419,,1766593,,26075062,,783753526,,640412925,936114,2057297,614796419,1766593,26075062,783753526
106,6,106/06,3,一卡通,13223820,277213,false,,12035274,,,20565,,1298262,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 06 月,一卡通,13223820,12035274,277213,20565,1298262,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,596197676,,878679,,1979091,,583303435,,1691556,,27363886,,759664096,,596197676,878679,1979091,583303435,1691556,27363886,759664096
106,5,106/05,3,一卡通,12946607,318808,false,,11778626,,,20820,,1252688,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 05 月,一卡通,12946607,11778626,318808,20820,1252688,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,627996324,,952429,,2144071,,611188535,,1745450,,28509114,,748068117,,627996324,952429,2144071,611188535,1745450,28509114,748068117
106,4,106/04,3,一卡通,12627799,219261,false,,11480638,,,147578,,1317126,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 04 月,一卡通,12627799,11480638,219261,147578,1317126,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,581680349,,933945,,2066815,,567688707,,1750550,,27003930,,732513016,,581680349,933945,2066815,567688707,1750550,27003930,732513016
106,3,106/03,3,一卡通,12408538,334007,false,,11284991,,,27701,,1303148,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 03 月,一卡通,12408538,11284991,334007,27701,1303148,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,581735865,,894438,,2040622,,569567427,,1695977,,29189494,,719838500,,581735865,894438,2040622,569567427,1695977,29189494,719838500
106,2,106/02,3,一卡通,12074531,324932,false,,10978685,,,25660,,1091146,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 02 月,一卡通,12074531,10978685,324932,25660,1091146,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,514609407,,936780,,1887804,,488172258,,1723600,,24323339,,708973210,,514609407,936780,1887804,488172258,1723600,24323339,708973210
106,1,106/01,3,一卡通,11749599,310565,false,,10679413,,,25170,,1239685,,0,,0,0,0,,0,0,一卡通票證股份有限公司,106 年 01 月,一卡通,11749599,10679413,310565,25170,1239685,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,532847978,,959139,,1923699,,507554681,,1747250,,24427769,,683627207,,532847978,959139,1923699,507554681,1747250,24427769,683627207
105,12,105/12,3,一卡通,11439034,234834,false,,10394018,,,21058,,1138314,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 12 月,一卡通,11439034,10394018,234834,21058,1138314,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,548126154,,911813,,2010123,,539485204,,1649693,,24930080,,659573595,,548126154,911813,2010123,539485204,1649693,24930080,659573595
105,11,105/11,3,一卡通,11204200,260609,false,,10180242,,,18304,,1049932,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 11 月,一卡通,11204200,10180242,260609,18304,1049932,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,510952032,,807934,,1760293,,497991086,,1546968,,22838274,,652070959,,510952032,807934,1760293,497991086,1546968,22838274,652070959
105,10,105/10,3,一卡通,10943591,242340,false,,9937937,,,17016,,904278,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 10 月,一卡通,10943591,9937937,242340,17016,904278,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,517068014,,843636,,1815678,,507039460,,1586827,,22643494,,640159945,,517068014,843636,1815678,507039460,1586827,22643494,640159945
105,9,105/09,3,一卡通,10701251,302299,false,,9712613,,,17150,,876088,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 09 月,一卡通,10701251,9712613,302299,17150,876088,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,460141780,,778445,,1579513,,443594192,,1492065,,20007454,,631035669,,460141780,778445,1579513,443594192,1492065,20007454,631035669
105,8,105/08,3,一卡通,10398952,372985,false,,9427464,,,16385,,1065118,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 08 月,一卡通,10398952,9427464,372985,16385,1065118,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,507339387,,840185,,1766830,,484110085,,1554362,,20999493,,615364169,,507339387,840185,1766830,484110085,1554362,20999493,615364169
105,7,105/07,3,一卡通,10025967,340786,false,,9070864,,,12427,,787085,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 07 月,一卡通,10025967,9070864,340786,12427,787085,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,454831896,,873276,,1526671,,438122509,,1498906,,18921857,,593199985,,454831896,873276,1526671,438122509,1498906,18921857,593199985
105,6,105/06,3,一卡通,9685181,423207,false,,8742505,,,13256,,773274,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 06 月,一卡通,9685181,8742505,423207,13256,773274,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,402435203,,775823,,1466870,,391658275,,1475994,,19676858,,577277683,,402435203,775823,1466870,391658275,1475994,19676858,577277683
105,5,105/05,3,一卡通,9261974,189847,false,,8332554,,,14443,,839729,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 05 月,一卡通,9261974,8332554,189847,14443,839729,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,428539009,,809862,,1537784,,407978945,,1457738,,20762789,,567273997,,428539009,809862,1537784,407978945,1457738,20762789,567273997
105,4,105/04,3,一卡通,9072127,205030,false,,8157150,,,13100,,806203,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 04 月,一卡通,9072127,8157150,205030,13100,806203,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,376932695,,739827,,1391980,,366500072,,1392221,,18994770,,547553662,,376932695,739827,1391980,366500072,1392221,18994770,547553662
105,3,105/03,3,一卡通,8867097,304678,false,,7965220,,,16261,,886039,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 03 月,一卡通,8867097,7965220,304678,16261,886039,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,381361533,,679763,,1341459,,368122557,,1320873,,19683631,,537927242,,381361533,679763,1341459,368122557,1320873,19683631,537927242
105,2,105/02,3,一卡通,8562419,333617,false,,7676803,,,13428,,744414,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 02 月,一卡通,8562419,7676803,333617,13428,744414,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,352088328,,757728,,1247897,,320906436,,1410555,,15159976,,525574305,,352088328,757728,1247897,320906436,1410555,15159976,525574305
105,1,105/01,3,一卡通,8228802,180831,false,,7356614,,,15791,,946685,,0,,0,0,0,,0,0,一卡通票證股份有限公司,105 年 01 月,一卡通,8228802,7356614,180831,15791,946685,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,339255806,,681096,,1229008,,326061455,,1285406,,15587364,,495136827,,339255806,681096,1229008,326061455,1285406,15587364,495136827
104,12,104/12,3,一卡通,8047971,346919,false,,7191574,,,13444,,1015474,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 12 月,一卡通,8047971,7191574,346919,13444,1015474,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,378418008,,709938,,1381568,,357285230,,1253514,,17681957,,482889161,,378418008,709938,1381568,357285230,1253514,17681957,482889161
104,11,104/11,3,一卡通,7701052,488308,false,,6858099,,,11863,,906880,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 11 月,一卡通,7701052,6858099,488308,11863,906880,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,346174185,,645850,,1228725,,334791979,,1153308,,15639458,,462771857,,346174185,645850,1228725,334791979,1153308,15639458,462771857
104,10,104/10,3,一卡通,7212744,302068,false,,6381654,,,17654,,813606,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 10 月,一卡通,7212744,6381654,302068,17654,813606,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,337819178,,665410,,1267320,,322659993,,1143216,,15842887,,452296531,,337819178,665410,1267320,322659993,1143216,15842887,452296531
