yr,mn,ym,c1,c2,c3,editable,_url,[0].amt,[1].amt,[2].amt,[3].amt,[4].amt,[5].amt,[6].amt,[7].amt,1100X,1100Y,[8].amt,[9].amt,[10].amt,[11].amt,[12].amt,[13].amt,1200X,1200Y,[14].amt,[15].amt,[16].amt,1510X,1510Y,[17].amt,[18].amt,[19].amt,1520X,1520Y,[20].amt,[21].amt,[22].amt,1610X,1610Y,[23].amt,[24].amt,[25].amt,1620X,1620Y,1999A,1999B,1999C,1999D,1999E,1999F,1999G,1999H,1999X,1999Y,機構名稱,交易類型,筆數,代理收付實質交易款項,收受儲值款項,辦理國內外小額匯兌,跨機構,國外小額匯兌,匯入款項,合計,維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,[26].amt,1400A,1400B,1400C,代理收付實質交易款項 (A),收受儲值款項 (B),電子支付帳戶間款項移轉 (C),與境外機構合作或協助相關電子支付機構業務(D),第4條第1項第1款業務 - outbound,第4條第1項第2款業務 - inbound,第4條第1項第3款業務 - inbound,第4條第1項第6款業務 - outbound,其他,小計,合計 (E=A+B+C+D)
111,11,111/11,5351135,16410488,27624456359,false,,4849774,2097934928,908738,28845868,586013154,1837019,0,0,33695642,2683948082,4973831,17584613994,1212855,2141978,607527896,989908,7115809,18192141890,6535890,7714538945,1399280,6535890,7714538945,50993,227368492,25247,50993,227368492,0,0,0,0,0,0,0,0,0,0,16410488,27624456359,3546120,30987846,1193541050,2826927,0,0,47398334,28817997409,一卡通票證股份有限公司,電子支付帳戶,交易金額,4849774,4973831,國內小額匯兌,50993,匯出款項,0,16410488,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,10,111/10,5302337,15574919,26325718519,false,,4734022,2108008203,895534,28380505,584206711,1868097,0,0,33114527,2692214914,4752688,16785834308,1184228,2173294,611356029,1016805,6925982,17397190337,6038228,7212962852,1344504,6038228,7212962852,49981,218913156,24979,49981,218913156,0,0,0,0,0,0,0,0,0,0,15574919,26325718519,3449245,30553799,1195562740,2884902,0,0,46128718,27521281259,一卡通票證股份有限公司,電子支付帳戶,交易金額,4734022,4752688,國內小額匯兌,49981,匯出款項,0,15574919,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,9,111/09,5241674,14691920,25475648684,false,,4417164,2060529414,860788,26453029,544731246,1757713,0,0,30870193,2605260660,4486855,16281208652,1135659,1984713,565395558,949019,6471568,16846604210,5740110,6927321194,1302871,5740110,6927321194,47791,206589424,23328,47791,206589424,0,0,0,0,0,0,0,0,0,0,14691920,25475648684,3322646,28437742,1110126804,2706732,0,0,43129662,26585775488,一卡通票證股份有限公司,電子支付帳戶,交易金額,4417164,4486855,國內小額匯兌,47791,匯出款項,0,14691920,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,8,111/08,5176764,14884200,25031548570,false,,4577830,2096647824,861068,25585047,557423230,1782506,0,0,30162877,2654071054,4464516,15840427033,1116813,2082942,584982891,980794,6547458,16425409924,5792374,6883330619,1275496,5792374,6883330619,49480,211143094,23898,49480,211143094,0,0,0,0,0,0,0,0,0,0,14884200,25031548570,3277275,27667989,1142406121,2763300,0,0,42552189,26173954691,一卡通票證股份有限公司,電子支付帳戶,交易金額,4577830,4464516,國內小額匯兌,49480,匯出款項,0,14884200,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,7,111/07,5106784,14206400,23968095593,false,,4459701,2047086717,850708,23113862,523650087,1667360,0,0,27573563,2570736804,4270625,15131376666,1081428,1932126,544753054,908882,6202751,15676129720,5425372,6521830070,1210694,5425372,6521830070,50702,267802140,23577,50702,267802140,0,0,0,0,0,0,0,0,0,0,14206400,23968095593,3166407,25045988,1068403141,2576242,0,0,39252388,25036498734,一卡通票證股份有限公司,電子支付帳戶,交易金額,4459701,4270625,國內小額匯兌,50702,匯出款項,0,14206400,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,6,111/06,5042426,12903592,21806574260,false,,3906987,1687070965,791974,18022429,435036933,1390706,0,0,21929416,2122107898,3876675,13716635907,1011143,1511319,445809159,725774,5387994,14162445066,5070955,6113188753,1141373,5070955,6113188753,48975,289678635,22983,48975,289678635,0,0,0,0,0,0,0,0,0,0,12903592,21806574260,2967473,19533748,880846092,2116480,0,0,32437340,22687420352,一卡通票證股份有限公司,電子支付帳戶,交易金額,3906987,3876675,國內小額匯兌,48975,匯出款項,0,12903592,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,5,111/05,4980546,13056372,21751847188,false,,4127780,1834914100,826639,18636780,429500354,1327237,0,0,22764560,2264414454,3912275,13577665322,1025637,1456576,436697479,702962,5368851,14014362801,4969480,6166537731,1113479,4969480,6166537731,46837,172730035,22698,46837,172730035,0,0,0,0,0,0,0,0,0,0,13056372,21751847188,2988453,20093356,866197833,2030199,0,0,33149728,22618045021,一卡通票證股份有限公司,電子支付帳戶,交易金額,4127780,3912275,國內小額匯兌,46837,匯出款項,0,13056372,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,4,111/04,4913416,12708084,20045567472,false,,4313905,1817868184,836802,24306318,514993328,1615533,0,0,28620223,2332861512,3680336,12553030166,991549,1897825,524457390,881531,5578161,13077487556,4675175,5544360323,1083825,4675175,5544360323,38668,130308799,17188,38668,130308799,0,0,0,0,0,0,0,0,0,0,12708084,20045567472,2929364,26204143,1039450718,2497064,0,0,38912227,21085018190,一卡通票證股份有限公司,電子支付帳戶,交易金額,4313905,3680336,國內小額匯兌,38668,匯出款項,0,12708084,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,3,111/03,4829036,13613828,20527421148,false,,4620325,1955485276,864672,29907894,597070268,1801910,0,0,34528219,2552555544,3716636,12282741584,982152,2183160,615914659,991967,5899796,12898656243,5095587,5489971798,1080672,5095587,5489971798,181280,799222490,65926,181280,799222490,0,0,0,0,0,0,0,0,0,0,13613828,20527421148,2993422,32091054,1212984927,2793877,0,0,45704882,21740406075,一卡通票證股份有限公司,電子支付帳戶,交易金額,4620325,3716636,國內小額匯兌,181280,匯出款項,0,13613828,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,2,111/02,4759141,10942146,16429845755,false,,3850187,1761471225,838768,21763994,467794272,1770185,0,0,25614181,2229265497,3033304,10034586782,926472,1811088,498789242,946802,4844392,10533376024,4007115,4490179909,1065049,4007115,4490179909,51540,143607839,21897,51540,143607839,0,0,0,0,0,0,0,0,0,0,10942146,16429845755,2852186,23575082,966583514,2716987,0,0,34517228,17396429269,一卡通票證股份有限公司,電子支付帳戶,交易金額,3850187,3033304,國內小額匯兌,51540,匯出款項,0,10942146,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,1,111/01,4682595,13371161,22001323898,true,,4557131,1974058197,873949,25365378,530496653,1762023,0,0,29922509,2504554850,3835082,13368873132,1019147,1932058,542317235,930867,5767140,13911190367,4886743,6122526409,1100226,4886743,6122526409,92205,535866160,30450,92205,535866160,0,0,0,0,0,0,0,0,0,0,13371161,22001323898,3023772,27297436,1072813888,2692890,0,0,40668597,23074137786,一卡通票證股份有限公司,電子支付帳戶,交易金額,4557131,3835082,國內小額匯兌,92205,匯出款項,0,13371161,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
110,12,110/12,4556549,12994463,18069758128,false,,4928633,2103591988,894500,30814108,628793257,1932731,0,0,35742741,2732385245,3641045,10792640018,971009,2372730,649959225,1091648,6013775,11442599243,4347505,4755614655,982284,4347505,4755614655,77280,417911467,26414,77280,417911467,0,0,0,0,0,0,0,0,0,0,12994463,18069758128,2874207,33186838,1278752482,3024379,0,0,46181301,19348510610,一卡通票證股份有限公司,電子支付帳戶,交易金額,4928633,3641045,國內小額匯兌,77280,匯出款項,0,12994463,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
110,11,110/11,4498846,13281202,17279390970,false,,5331513,2295983982,959972,28397252,572247310,1785100,0,0,33728765,2868231292,3843085,10381716646,973246,2093238,594749146,975420,5936323,10976465792,4055513,4326556675,918459,4055513,4326556675,51091,275133667,21031,51091,275133667,0,0,0,0,0,0,0,0,0,0,13281202,17279390970,2872708,30490490,1166996456,2760520,0,0,43771692,18446387426,一卡通票證股份有限公司,電子支付帳戶,交易金額,5331513,3843085,國內小額匯兌,51091,匯出款項,0,13281202,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
110,10,110/10,4406335,13569038,16631431434,false,,6166988,2454212669,1048271,26831752,560203337,1766689,0,0,32998740,3014416006,3777926,10053657583,972177,2069070,584504365,968339,5846996,10638161948,3609706,4052206654,854821,3609706,4052206654,14418,71354528,8117,14418,71354528,0,0,0,0,0,0,0,0,0,0,13569038,16631431434,2883386,28900822,1144707702,2735028,0,0,42469860,17776139136,一卡通票證股份有限公司,電子支付帳戶,交易金額,6166988,3777926,國內小額匯兌,14418,匯出款項,0,13569038,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
110,9,110/09,4286431,9670437,14307276892,false,,3808122,1979547456,921863,21335588,463973677,1464940,0,0,25143710,2443521133,2724008,8750455503,850593,1618383,481474477,781090,4342391,9231929980,3138307,3577273933,757769,3138307,3577273933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9670437,14307276892,2530225,22953971,945448154,2246030,0,0,32624408,15252725046,一卡通票證股份有限公司,電子支付帳戶,交易金額,3808122,2724008,國內小額匯兌,0,匯出款項,0,9670437,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
110,8,110/08,4141280,10033277,14012679232,false,,4269854,1939933389,849290,15399487,402321573,1268083,0,0,19669341,2342254962,2615947,8501613143,794707,1373235,424801439,676839,3989182,8926414582,3147476,3571132700,698907,3147476,3571132700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10033277,14012679232,2342904,16772722,827123012,1944922,0,0,26805999,14839802244,一卡通票證股份有限公司,電子支付帳戶,交易金額,4269854,2615947,國內小額匯兌,0,匯出款項,0,10033277,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
110,7,110/07,4020873,9182227,13626037646,false,,3808122,1979547456,776905,9770085,320897343,909336,0,0,13578207,2300444799,2450115,8275353962,745398,910105,327296094,453527,3360220,8602650056,2923990,3371136228,612266,2923990,3371136228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9182227,13626037646,2134569,10680190,648193437,1362863,0,0,19862417,14274231083,一卡通票證股份有限公司,電子支付帳戶,交易金額,3808122,2450115,國內小額匯兌,0,匯出款項,0,9182227,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
110,6,110/06,7622770,12531698,6432570056,false,,3134782,1622213226,683957,2164120,7560914810,688254,2584143,3056148613,,,555091,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,7883045,12239276649,1927302,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,3134782,2164120,2584143,第4條第1項第1款業務- inbound,0,0,0,0,0,0,7883045
110,5,110/05,7316668,14600604,8152258452,false,,3652821,2047800854,722147,2022448,7681946162,664768,1990065,2522118064,,,512088,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,7665334,12251865080,1899003,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,3652821,2022448,1990065,第4條第1項第1款業務- inbound,0,0,0,0,0,0,7665334
110,4,110/04,7046452,14694248,7241408454,false,,3676254,1818844120,697185,1746028,6895514816,597336,1804022,2188213739,,,458375,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,7226304,10902572675,1752896,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,3676254,1746028,1804022,第4條第1項第1款業務- inbound,0,0,0,0,0,0,7226304
110,3,110/03,6828938,14253688,8124941584,false,,3566261,2110633527,678750,1688126,6558806294,577119,1744457,2065346775,,,424059,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,6998844,10734786596,1679928,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,3566261,1688126,1744457,第4條第1項第1款業務- inbound,0,0,0,0,0,0,6998844
110,2,110/02,6600882,10863896,5883035400,false,,2717797,1492254196,591941,1535154,5562089060,599480,1454650,1826832046,,,421995,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,5707601,8881175302,1613416,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,2717797,1535154,1454650,第4條第1項第1款業務- inbound,0,0,0,0,0,0,5707601
110,1,110/01,6292570,11268802,6575514780,false,,2819229,1665923022,579810,1370418,5357487206,492861,1408552,1679656493,,,352759,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,5598199,8703066721,1425430,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,2819229,1370418,1408552,第4條第1項第1款業務- inbound,0,0,0,0,0,0,5598199
109,12,109/12,6095996,11296278,8041676754,false,,2826781,2151843935,561527,1314515,5246735686,474288,1305140,1463736060,,,321268,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,5446436,8862315681,1357083,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,2826781,1314515,1305140,第4條第1項第1款業務- inbound,0,0,0,0,0,0,5446436
109,11,109/11,5905698,11018594,7624826680,false,,2757175,1916162356,542053,1199468,4655303106,447250,1111001,1261405102,,,284265,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,5067644,7832870564,1273568,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,2757175,1199468,1111001,第4條第1項第1款業務- inbound,0,0,0,0,0,0,5067644
109,10,109/10,5719456,10508560,6614273462,false,,2629385,1660421633,514832,1149366,4156956372,435811,978941,1113891533,,,258980,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,4757692,6931269538,1209623,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,2629385,1149366,978941,第4條第1項第1款業務- inbound,0,0,0,0,0,0,4757692
109,9,109/09,5543946,10938860,7578587292,false,,2736116,1899779899,516785,1210975,4282314141,435849,936155,1029406899,,,240216,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,4883246,7211500939,1192850,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,2736116,1210975,936155,第4條第1項第1款業務- inbound,0,0,0,0,0,0,4883246
109,8,109/08,5338458,10297872,6329024362,false,,2572051,1583623224,468628,1037940,3631023668,389448,827191,914081669,,,213853,0,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,4437182,6128728561,1071929,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,0,0,0,0,2572051,1037940,827191,第4條第1項第1款業務- inbound,0,0,0,0,0,0,4437182
109,7,109/07,5142984,0,0,false,,2480224,1349278394,,972511,3246360592,,806334,851964618,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,4259069,5447603604,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,2480224,972511,806334,第4條第1項第1款業務- inbound,0,0,0,,0,0,4259069
109,6,109/06,4899990,0,0,false,,1885440,1148041482,,768012,2786012240,,462047,775691103,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,3115499,4709744825,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1885440,768012,462047,第4條第1項第1款業務- inbound,0,0,0,,0,0,3115499
109,5,109/05,4736996,0,0,false,,1764392,974903334,,732333,2506147124,,657036,693071788,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,3153761,4174122246,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1764392,732333,657036,第4條第1項第1款業務- inbound,0,0,0,,0,0,3153761
109,4,109/04,4585854,0,0,false,,1393333,687469655,,596836,1983540110,,576003,583975861,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,2566172,3254985626,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1393333,596836,576003,第4條第1項第1款業務- inbound,0,0,0,,0,0,2566172
109,3,109/03,4439094,0,0,false,,1312892,311762866,,498470,1506026305,,548602,555434193,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,2359964,2373223364,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1312892,498470,548602,第4條第1項第1款業務- inbound,0,0,0,,0,0,2359964
109,2,109/02,4323550,0,0,false,,1167615,288500976,,442328,1360855198,,454077,479710977,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,2064020,2129067151,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1167615,442328,454077,第4條第1項第1款業務- inbound,0,0,0,,0,0,2064020
109,1,109/01,4202032,0,0,false,,1252000,317047813,,476293,1446993209,,475361,564263175,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,2203654,2328304197,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1252000,476293,475361,第4條第1項第1款業務- inbound,0,0,0,,0,0,2203654
108,12,108/12,4055020,0,0,false,,1509961,587396803,,579224,1439861919,,462047,515459597,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,2551232,2542718319,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1509961,579224,462047,第4條第1項第1款業務- inbound,0,0,0,,0,0,2551232
108,11,108/11,3909104,0,0,false,,1549664,556698128,,568220,1370753431,,401156,430059912,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,2519040,2357511471,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1549664,568220,401156,第4條第1項第1款業務- inbound,0,0,0,,0,0,2519040
108,10,108/10,3748158,0,0,false,,1152406,326957235,,413164,1055245774,,375993,398216311,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,1941563,1780419320,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1152406,413164,375993,第4條第1項第1款業務- inbound,0,0,0,,0,0,1941563
108,9,108/09,3591180,0,0,false,,1134859,235873708,,390538,888251504,,330191,360827143,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,1855588,1484952355,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,1134859,390538,330191,第4條第1項第1款業務- inbound,0,0,0,,0,0,1855588
108,8,108/08,3469366,0,0,false,,725967,172619402,,316928,772652067,,313151,333851436,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,1356046,1279122905,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,725967,316928,313151,第4條第1項第1款業務- inbound,0,0,0,,0,0,1356046
108,7,108/07,3335966,0,0,false,,691469,137633863,,292281,633686929,,295269,294598608,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,1279019,1065919400,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,691469,292281,295269,第4條第1項第1款業務- inbound,0,0,0,,0,0,1279019
108,6,108/06,3189140,0,0,false,,794469,118633634,,307359,546707106,,259615,251004062,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,1361443,916344802,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,794469,307359,259615,第4條第1項第1款業務- inbound,0,0,0,,0,0,1361443
108,5,108/05,3065574,0,0,false,,724876,119439753,,294513,540075584,,265168,236009729,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,1284557,895525066,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,724876,294513,265168,第4條第1項第1款業務- inbound,0,0,0,,0,0,1284557
108,4,108/04,2925872,0,0,false,,638626,102372428,,259680,498108724,,236810,219199498,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,1135116,819680650,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,638626,259680,236810,第4條第1項第1款業務- inbound,0,0,0,,0,0,1135116
108,3,108/03,2776814,0,0,false,,564913,79137490,,244396,439997897,,234009,198734802,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,1043318,717870189,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,564913,244396,234009,第4條第1項第1款業務- inbound,0,0,0,,0,0,1043318
108,2,108/02,2611642,0,0,false,,422023,67441672,,259405,411873508,,1883009,707787850,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,2564437,1187103030,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,422023,259405,1883009,第4條第1項第1款業務- inbound,0,0,0,,0,0,2564437
108,1,108/01,2198460,0,0,false,,440125,62417382,,209074,399459829,,203747,189378840,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,852946,651256051,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,440125,209074,203747,第4條第1項第1款業務- inbound,0,0,0,,0,0,852946
107,12,107/12,2013642,0,0,false,,414151,52579757,,191445,349654820,,188912,150673074,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,794508,552907651,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,414151,191445,188912,第4條第1項第1款業務- inbound,0,0,0,,0,0,794508
107,11,107/11,1806592,0,0,false,,370012,43899496,,201677,336502821,,179084,124077732,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,750773,504480049,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,370012,201677,179084,第4條第1項第1款業務- inbound,0,0,0,,0,0,750773
107,10,107/10,1412980,0,0,false,,203391,14964754,,270214,275308894,,211916,105439925,,,,0,0,,0,0,,,,0,0,,,,0,0,,,,,,,,,0,0,,,685521,395713573,,,,,,,,,一卡通票證股份有限公司,筆數,,,,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,0,0,,203391,270214,211916,第4條第1項第1款業務- inbound,0,0,0,,0,0,685521
