yr,mn,ym,c1,c2,c3,editable,[0].amt,[1].amt,[2].amt,[3].amt,[4].amt,[5].amt,[6].amt,[7].amt,[8].amt,[9].amt,[10].amt,[11].amt,[12].amt,[13].amt,[14].amt,[15].amt,[16].amt,[17].amt,[18].amt,[19].amt,[20].amt,[21].amt,[22].amt,[23].amt,_1900A,_1900B,_1900C,機構名稱,申訴類別,新增案件數,註冊、開戶或記名問題,儲值卡購買及持有問題,手續費等各種收費問題,使用問題,款項退還及退款問題,款項提領問題,偽冒交易問題,其他,小計,維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,[24].amt,[25].amt,[26].amt,[27].amt,[28].amt,[29].amt,[30].amt,[31].amt,[32].amt,[33].amt,[34].amt,[35].amt,[36].amt,[37].amt,[38].amt,[39].amt,[40].amt,[41].amt,_2900A,_2900B,_2900C,_3000A,_3000B,_3000C,項目,代理收付實質交易款項、收受儲值款項、電子支付帳戶間款項移轉業務,退款問題,與境外機構合作或協助從事電子支付機構業務相關行為,總計
110,4,110/04,19539,19272,267,false,14362,14144,218,129,129,0,1504,1473,31,501,500,1,177,177,0,0,0,0,2866,2849,17,0,0,0,19539,19272,267,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19539,19272,267,申訴類別,註冊或開戶問題,0,註冊或開戶問題,19539
110,3,110/03,19233,18961,272,false,14095,13851,244,114,114,0,1765,1753,12,452,449,3,211,211,0,0,0,0,2596,2583,13,0,0,0,19233,18961,272,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19233,18961,272,申訴類別,註冊或開戶問題,0,註冊或開戶問題,19233
110,2,110/02,17039,16753,286,false,13022,12753,269,100,100,0,1478,1467,11,484,481,3,213,213,0,0,0,0,1742,1739,3,0,0,0,17039,16753,286,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17039,16753,286,申訴類別,註冊或開戶問題,0,註冊或開戶問題,17039
110,1,110/01,17312,17031,281,false,12335,12073,262,110,109,1,1937,1929,8,456,456,0,301,301,0,0,0,0,2173,2163,10,0,0,0,17312,17031,281,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17312,17031,281,申訴類別,註冊或開戶問題,0,註冊或開戶問題,17312
109,12,109/12,16980,16705,275,false,11434,11217,217,93,93,0,1925,1906,19,574,566,8,268,268,0,0,0,0,2686,2655,31,0,0,0,16980,16705,275,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16980,16705,275,申訴類別,註冊或開戶問題,0,註冊或開戶問題,16980
109,11,109/11,16063,15813,250,false,10257,10075,182,73,73,0,1966,1953,13,721,703,18,223,222,1,0,0,0,2823,2787,36,0,0,0,16063,15813,250,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16063,15813,250,申訴類別,註冊或開戶問題,0,註冊或開戶問題,16063
109,10,109/10,16191,15904,287,false,9876,9678,198,96,95,1,2299,2267,32,752,743,9,232,232,0,0,0,0,2936,2889,47,0,0,0,16191,15904,287,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16191,15904,287,申訴類別,註冊或開戶問題,0,註冊或開戶問題,16191
109,9,109/09,15170,14973,366,false,9076,8927,149,117,116,1,1948,1938,10,429,421,8,168,167,1,0,0,0,3432,3404,197,0,0,0,15170,14973,366,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15170,14973,366,申訴類別,註冊或開戶問題,0,註冊或開戶問題,15170
109,8,109/08,13092,12781,311,false,7808,7614,194,67,67,0,1634,1596,38,330,320,10,159,155,4,0,0,0,3094,3029,65,0,0,0,13092,12781,311,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13092,12781,311,申訴類別,註冊或開戶問題,0,註冊或開戶問題,13092
109,7,109/07,18535,18278,257,false,10275,10072,203,79,78,1,2025,1997,28,286,283,3,165,162,3,0,0,0,5705,5686,19,0,0,0,18535,18278,257,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18535,18278,257,申訴類別,註冊或開戶問題,0,註冊或開戶問題,18535
109,6,109/06,10876,10639,237,false,7155,6983,172,78,78,0,1544,1525,19,286,274,12,128,128,0,0,0,0,1685,1651,34,0,0,0,10876,10639,237,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10876,10639,237,申訴類別,註冊或開戶問題,0,註冊或開戶問題,10876
109,5,109/05,12999,12860,139,false,7757,7632,125,88,88,0,2081,2074,7,275,274,1,136,135,1,0,0,0,2662,2657,5,0,0,0,12999,12860,139,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12999,12860,139,申訴類別,註冊或開戶問題,0,註冊或開戶問題,12999
109,4,109/04,10606,10462,144,false,5773,5663,110,97,97,0,1727,1710,17,248,247,1,121,121,0,0,0,0,2640,2624,16,0,0,0,10606,10462,144,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10606,10462,144,申訴類別,註冊或開戶問題,0,註冊或開戶問題,10606
109,3,109/03,8670,8571,99,false,6056,5960,96,45,45,0,1153,1151,2,182,182,0,112,112,0,0,0,0,1122,1121,1,0,0,0,8670,8571,99,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8670,8571,99,申訴類別,註冊或開戶問題,0,註冊或開戶問題,8670
109,2,109/02,8785,8691,94,false,5987,5902,85,87,87,0,1240,1236,4,126,126,0,138,138,0,0,0,0,1207,1202,5,0,0,0,8785,8691,94,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8785,8691,94,申訴類別,註冊或開戶問題,0,註冊或開戶問題,8785
109,1,109/01,8271,8211,60,false,5603,5548,55,48,48,0,1163,1160,3,204,203,1,87,87,0,0,0,0,1166,1165,1,0,0,0,8271,8211,60,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8271,8211,60,申訴類別,註冊或開戶問題,0,註冊或開戶問題,8271
108,12,108/12,10462,10255,207,false,6501,6350,151,80,80,0,1469,1463,6,158,155,3,107,107,0,0,0,0,2147,2100,47,0,0,0,10462,10255,207,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10462,10255,207,申訴類別,註冊或開戶問題,0,註冊或開戶問題,10462
108,11,108/11,10026,9926,100,false,5862,5781,81,87,87,0,1709,1703,6,184,183,1,165,165,0,0,0,0,2019,2007,12,0,0,0,10026,9926,100,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10026,9926,100,申訴類別,註冊或開戶問題,0,註冊或開戶問題,10026
108,10,108/10,8488,8430,58,false,4260,4228,32,78,78,0,1934,1925,9,190,190,0,159,158,1,2,2,0,1865,1849,16,0,0,0,8488,8430,58,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8488,8430,58,申訴類別,註冊或開戶問題,0,註冊或開戶問題,8488
108,9,108/09,7547,7504,43,false,3676,3656,20,84,84,0,1583,1572,11,207,206,1,121,121,0,0,0,0,1876,1865,11,0,0,0,7547,7504,43,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7547,7504,43,申訴類別,註冊或開戶問題,0,註冊或開戶問題,7547
108,8,108/08,8170,8093,77,false,4256,4219,37,66,66,0,1714,1689,25,312,310,2,152,152,0,0,0,0,1670,1657,13,0,0,0,8170,8093,77,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8170,8093,77,申訴類別,註冊或開戶問題,0,註冊或開戶問題,8170
108,7,108/07,6127,6117,10,false,2383,2383,0,59,59,0,1621,1613,8,210,209,1,105,105,0,0,0,0,1749,1748,1,0,0,0,6127,6117,10,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6127,6117,10,申訴類別,註冊或開戶問題,0,註冊或開戶問題,6127
108,6,108/06,5952,5915,37,false,1888,1885,3,59,59,0,1788,1782,6,143,143,0,144,144,0,0,0,0,1930,1902,28,0,0,0,5952,5915,37,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5952,5915,37,申訴類別,註冊或開戶問題,0,註冊或開戶問題,5952
108,5,108/05,7306,7302,4,false,2139,2139,0,71,71,0,2400,2396,4,273,273,0,153,153,0,0,0,0,2270,2270,0,0,0,0,7306,7302,4,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7306,7302,4,申訴類別,註冊或開戶問題,0,註冊或開戶問題,7306
108,4,108/04,8353,8337,16,false,2228,2226,2,82,81,1,3759,3748,11,217,217,0,166,166,0,0,0,0,1901,1899,2,0,0,0,8353,8337,16,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8353,8337,16,申訴類別,註冊或開戶問題,0,註冊或開戶問題,8353
108,3,108/03,10209,10176,33,false,2647,2640,7,71,71,0,4523,4506,17,230,227,3,177,177,0,0,0,0,2561,2555,6,0,0,0,10209,10176,33,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10209,10176,33,申訴類別,註冊或開戶問題,0,註冊或開戶問題,10209
108,2,108/02,10339,10323,16,false,3140,3137,3,48,48,0,2928,2916,12,640,639,1,1024,1024,0,0,0,0,2559,2559,0,0,0,0,10339,10323,16,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10339,10323,16,申訴類別,註冊或開戶問題,0,註冊或開戶問題,10339
108,1,108/01,6801,6794,21,false,1928,1925,4,75,75,0,2684,2681,6,160,160,0,160,160,0,0,0,0,1794,1793,11,0,0,0,6801,6794,21,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6801,6794,21,申訴類別,註冊或開戶問題,0,註冊或開戶問題,6801
107,12,107/12,7530,7516,55,false,2059,2057,7,40,40,0,3754,3749,22,91,91,0,129,129,1,0,0,0,1457,1450,25,0,0,0,7530,7516,55,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7530,7516,55,申訴類別,註冊或開戶問題,0,註冊或開戶問題,7530
107,11,107/11,13554,13553,78,false,3191,3191,8,50,50,0,8092,8091,52,171,171,2,145,145,3,0,0,0,1905,1905,13,0,0,0,13554,13553,78,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13554,13553,78,申訴類別,註冊或開戶問題,0,註冊或開戶問題,13554
107,10,107/10,17008,16990,884,false,3740,3734,377,46,46,1,9098,9109,296,454,435,17,236,236,3,0,0,0,3434,3430,190,0,0,0,17008,16990,884,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17008,16990,884,申訴類別,註冊或開戶問題,0,註冊或開戶問題,17008
107,9,107/09,19996,16660,3336,false,6157,5186,971,17,9,8,3441,2822,619,1023,474,549,268,212,56,0,0,0,9090,7957,1133,0,0,0,19996,16660,3336,一卡通票證股份有限公司,,已完結案件數[1],,,0,0,,0,0,0,0,營運產品群客服部,林宏奕,07-7933000#653,陳治慧,07-7933000#506,000595@i-pass.com.tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19996,16660,3336,申訴類別,註冊或開戶問題,0,註冊或開戶問題,19996
