yr,mn,ym,c1,c2,c3,c4,c5,c6,editable,[0].amt,[1].amt,1900A,[2].amt,3000A,[3].amt,[4].amt,4900A,[5].amt,6000A,9000A,機構名稱,支付工具,電子支付帳戶,經核准機構辦理跨境代理收付款項餘額,小計(A),儲值款項餘額(B),支付款項餘額(C=A+B),儲值卡,小計(D),儲值款項餘額(E),支付款項餘額(F=D+E),支付款項餘額總計,維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,類型,代理收付款項餘額,儲值款項餘額( B )
109,12,109/12,847072106,615669479,1462741585,0,0,0,false,847072106,0,847072106,615669479,1462741585,,,,,,,一卡通票證股份有限公司,,,0,847072106,,1462741585,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),615669479
109,11,109/11,869904054,598092958,1467997012,0,0,0,false,869904054,0,869904054,598092958,1467997012,,,,,,,一卡通票證股份有限公司,,,0,869904054,,1467997012,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),598092958
109,10,109/10,790140875,570348265,1360489140,0,0,0,false,790140875,0,790140875,570348265,1360489140,,,,,,,一卡通票證股份有限公司,,,0,790140875,,1360489140,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),570348265
109,9,109/09,731167905,543877020,1275044925,0,0,0,false,731167905,0,731167905,543877020,1275044925,,,,,,,一卡通票證股份有限公司,,,0,731167905,,1275044925,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),543877020
109,8,109/08,707130759,501408784,1208539543,0,0,0,false,707130759,0,707130759,501408784,1208539543,,,,,,,一卡通票證股份有限公司,,,0,707130759,,1208539543,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),501408784
109,7,109/07,594762522,470425400,1065187922,0,0,0,false,594762522,0,594762522,470425400,1065187922,,,,,,,一卡通票證股份有限公司,,,0,594762522,,1065187922,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),470425400
109,6,109/06,648910630,403923314,1052833944,0,0,0,false,648910630,0,648910630,403923314,1052833944,,,,,,,一卡通票證股份有限公司,,,0,648910630,,1052833944,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),403923314
109,5,109/05,527407799,383310317,910718116,0,0,0,false,527407799,0,527407799,383310317,910718116,,,,,,,一卡通票證股份有限公司,,,0,527407799,,910718116,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),383310317
109,4,109/04,416893969,351856888,768750857,0,0,0,false,416893969,0,416893969,351856888,768750857,,,,,,,一卡通票證股份有限公司,,,0,416893969,,768750857,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),351856888
109,3,109/03,349055148,319371136,668426284,0,0,0,false,349055148,0,349055148,319371136,668426284,,,,,,,一卡通票證股份有限公司,,,0,349055148,,668426284,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),319371136
109,2,109/02,343256669,314057594,657314263,0,0,0,false,343256669,0,343256669,314057594,657314263,,,,,,,一卡通票證股份有限公司,,,0,343256669,,657314263,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),314057594
109,1,109/01,357956069,305381029,663337098,0,0,0,false,357956069,0,357956069,305381029,663337098,,,,,,,一卡通票證股份有限公司,,,0,357956069,,663337098,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),305381029
108,12,108/12,368881768,289580452,658462220,0,0,0,false,368881768,0,368881768,289580452,658462220,,,,,,,一卡通票證股份有限公司,,,0,368881768,,658462220,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),289580452
108,11,108/11,329309827,279342177,608652004,0,0,0,false,329309827,0,329309827,279342177,608652004,,,,,,,一卡通票證股份有限公司,,,0,329309827,,608652004,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),279342177
108,10,108/10,286518352,248263894,534782246,0,0,0,false,286518352,0,286518352,248263894,534782246,,,,,,,一卡通票證股份有限公司,,,0,286518352,,534782246,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),248263894
108,9,108/09,271533156,227517217,499050373,0,0,0,false,271533156,0,271533156,227517217,499050373,,,,,,,一卡通票證股份有限公司,,,0,271533156,,499050373,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),227517217
108,8,108/08,246989823,212084480,459074303,0,0,0,false,246989823,0,246989823,212084480,459074303,,,,,,,一卡通票證股份有限公司,,,0,246989823,,459074303,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),212084480
108,7,108/07,223136992,193743649,416880641,0,0,0,false,223136992,0,223136992,193743649,416880641,,,,,,,一卡通票證股份有限公司,,,0,223136992,,416880641,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),193743649
108,6,108/06,219804424,181001772,400806196,0,0,0,false,219804424,0,219804424,181001772,400806196,,,,,,,一卡通票證股份有限公司,,,0,219804424,,400806196,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),181001772
108,5,108/05,202848158,172079208,374927366,0,0,0,false,202848158,0,202848158,172079208,374927366,,,,,,,一卡通票證股份有限公司,,,0,202848158,,374927366,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),172079208
108,4,108/04,192123158,162164009,354287167,0,0,0,false,192123158,0,192123158,162164009,354287167,,,,,,,一卡通票證股份有限公司,,,0,192123158,,354287167,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),162164009
108,3,108/03,179074870,149698095,328772965,0,0,0,false,179074870,0,179074870,149698095,328772965,,,,,,,一卡通票證股份有限公司,,,0,179074870,,328772965,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),149698095
108,2,108/02,168198703,138930681,307129384,0,0,0,false,168198703,0,168198703,138930681,307129384,,,,,,,一卡通票證股份有限公司,,,0,168198703,,307129384,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),138930681
108,1,108/01,131971474,115892474,247863948,0,0,0,false,131971474,0,131971474,115892474,247863948,,,,,,,一卡通票證股份有限公司,,,0,131971474,,247863948,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),115892474
107,12,107/12,120098375,100786189,220884564,0,0,0,false,120098375,0,120098375,100786189,220884564,,,,,,,一卡通票證股份有限公司,,,0,120098375,,220884564,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),100786189
107,11,107/11,103031889,88185638,191217527,0,0,0,false,103031889,0,103031889,88185638,191217527,,,,,,,一卡通票證股份有限公司,,,0,103031889,,191217527,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),88185638
107,10,107/10,89402946,60806041,150208987,0,0,0,false,89402946,0,89402946,60806041,150208987,,,,,,,一卡通票證股份有限公司,,,0,89402946,,150208987,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),60806041
107,9,107/09,77222214,43948302,121170516,0,0,0,false,77222214,0,77222214,43948302,121170516,,,,,,,一卡通票證股份有限公司,,,0,77222214,,121170516,,,,,,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,金額,代理收付款項餘額(不含經核准機構辦理跨境代理收付款項餘額),43948302
