yr,mn,ym,c1,c2,c3,editable,[0].amt,[1].amt,[2].amt,[3].amt,[4].amt,[5].amt,[6].amt,[7].amt,[8].amt,[9].amt,[10].amt,[11].amt,[12].amt,[13].amt,[14].amt,_1900A,_1900B,_1900C,[15].amt,[16].amt,[17].amt,[18].amt,[19].amt,[20].amt,_2900A,_2900B,_2900C,[21].amt,[22].amt,[23].amt,[24].amt,[25].amt,[26].amt,_3900A,_3900B,_3900C,_4900A,_4900B,_4900C,機構名稱,使用者類別,電子支付帳戶,非個人使用者,法人,行號,其他團體,小計 (A),外國籍使用者(含取得居留證者),非個人使用者(限法人),小計 (B),大陸地區以外,小計 (C),總計 (D = A + B + C),維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,[27].amt,[28].amt,[29].amt,[30].amt,[31].amt,[32].amt,[33].amt,[34].amt,[35].amt,[36].amt,[37].amt,[38].amt,[39].amt,[40].amt,[41].amt,_5900A,_5900B,_5900C,[42].amt,[43].amt,[44].amt,[45].amt,[46].amt,[47].amt,_6900A,_6900B,_6900C,[48].amt,[49].amt,[50].amt,[51].amt,[52].amt,[53].amt,_7900A,_7900B,_7900C,_8900A,_8900B,_8900C,資料月份,所有使用者(含與境外機構合作或協助從事電子支付機構業務相關行為客戶),本業使用者(不含與境外機構合作或協助從事電子支付機構業務相關行為客戶),小計 (a),小計 (b),小計 (c),總計 (d = a + b + c)
111,11,111/11,5351135,16410488,27624456359,false,5233604,16379625,27596577397,155,234,172051,30334,335,17316231,61318,0,0,974,0,0,5326385,16380194,27614065679,8245,9341,3513575,0,0,0,8245,9341,3513575,16505,20953,6877105,0,0,0,16505,20953,6877105,5351135,16410488,27624456359,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,30334,61318,974,5326385,大陸地區,0,8245,個人使用者,16505,5351135,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,10,111/10,5302337,15574919,26325718519,false,5187479,15546046,26285800785,152,295,335137,29677,327,29254305,59841,0,0,939,0,0,5278088,15546668,26315390227,8060,8377,3516773,0,0,0,8060,8377,3516773,16189,19874,6811519,0,0,0,16189,19874,6811519,5302337,15574919,26325718519,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,29677,59841,939,5278088,大陸地區,0,8060,個人使用者,16189,5302337,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,9,111/09,5241674,14691920,25475648684,false,5129401,14662160,25455898420,149,321,307170,29003,1997,8838966,58375,0,0,926,0,0,5217854,14664478,25465044556,7914,8352,4016008,0,0,0,7914,8352,4016008,15906,19090,6588120,0,0,0,15906,19090,6588120,5241674,14691920,25475648684,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,29003,58375,926,5217854,大陸地區,0,7914,個人使用者,15906,5241674,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,8,111/08,5176764,14884200,25031548570,false,5067107,14856551,24977576224,149,187,285788,28416,350,43837666,56903,0,0,914,0,0,5153489,14857088,25021699678,7719,8173,3309696,0,0,0,7719,8173,3309696,15556,18939,6539196,0,0,0,15556,18939,6539196,5176764,14884200,25031548570,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,28416,56903,914,5153489,大陸地區,0,7719,個人使用者,15556,5176764,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,7,111/07,5106784,14206400,23968095593,false,5000096,14179198,23948882982,147,290,330130,27698,350,8979762,55231,0,0,895,0,0,5084067,14179838,23958192874,7519,8039,3489309,0,0,0,7519,8039,3489309,15198,18523,6413410,0,0,0,15198,18523,6413410,5106784,14206400,23968095593,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,27698,55231,895,5084067,大陸地區,0,7519,個人使用者,15198,5106784,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,6,111/06,5042426,12903592,21806574260,false,4938131,12876949,21789296353,146,194,267872,27156,1717,8424202,53895,0,0,879,0,0,5020207,12878860,21797988427,7342,6795,2851099,0,0,0,7342,6795,2851099,14877,17937,5734734,0,0,0,14877,17937,5734734,5042426,12903592,21806574260,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,27156,53895,879,5020207,大陸地區,0,7342,個人使用者,14877,5042426,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5,111/05,4980546,13056372,21751847188,false,4878860,13030210,21735361587,144,172,181657,26519,325,7014444,52415,0,0,863,0,0,4958801,13030707,21742557688,7177,6895,2714482,0,0,0,7177,6895,2714482,14568,18770,6575018,0,0,0,14568,18770,6575018,4980546,13056372,21751847188,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,26519,52415,863,4958801,大陸地區,0,7177,個人使用者,14568,4980546,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,4,111/04,4913416,12708084,20045567472,false,4814610,12679342,20027115788,143,169,122365,25826,1733,9337412,50810,0,0,849,0,0,4892238,12681244,20036575565,6990,7055,2887734,0,0,0,6990,7055,2887734,14188,19785,6104173,0,0,0,14188,19785,6104173,4913416,12708084,20045567472,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,25826,50810,849,4892238,大陸地區,0,6990,個人使用者,14188,4913416,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3,111/03,4829036,13613828,20527421148,false,4732313,13584666,20469056209,138,178,95942,25339,344,49331113,49723,0,0,837,0,0,4808350,13585188,20518483264,6820,7455,2930349,0,0,0,6820,7455,2930349,13866,21185,6007535,0,0,0,13866,21185,6007535,4829036,13613828,20527421148,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,25339,49723,837,4808350,大陸地區,0,6820,個人使用者,13866,4829036,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2,111/02,4759141,10942146,16429845755,false,4665047,10918382,16418233198,130,125,58870,24675,74,2815602,48335,0,0,829,256,256000,4739016,10918837,16421363670,6622,5745,2687047,0,0,0,6622,5745,2687047,13503,17564,5795038,0,0,0,13503,17564,5795038,4759141,10942146,16429845755,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,24675,48335,829,4739016,大陸地區,0,6622,個人使用者,13503,4759141,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,111/01,4682595,13371161,22001323898,true,4591903,13341790,21962544532,128,225,117483,24215,1973,29298731,45876,0,0,822,256,256000,4662944,13344244,21992216746,6451,7151,2896935,0,0,0,6451,7151,2896935,13200,19766,6210217,0,0,0,13200,19766,6210217,4682595,13371161,22001323898,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,24215,45876,822,4662944,大陸地區,0,6451,個人使用者,13200,4682595,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,12,110/12,4556549,12994463,18069758128,false,4466867,12930052,17871728953,129,253,255908,23568,367,139795199,45876,0,0,805,0,0,4537245,12930672,18011780060,6282,20526,22280568,0,0,0,6282,20526,22280568,13022,43265,35697500,0,0,0,13022,43265,35697500,4556549,12994463,18069758128,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,23568,45876,805,4537245,大陸地區,0,6282,個人使用者,13022,4556549,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,11,110/11,4498846,13281202,17279390970,false,4412125,13251512,17251417811,127,129,151979,22811,361,17921301,43911,0,0,788,0,0,4479762,13252002,17269491091,6257,8210,3321194,0,0,0,6257,8210,3321194,12827,20990,6578685,0,0,0,12827,20990,6578685,4498846,13281202,17279390970,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,22811,43911,788,4479762,大陸地區,0,6257,個人使用者,12827,4498846,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,10,110/10,4406335,13569038,16631431434,false,4322678,13533608,16608844104,113,169,160101,22101,351,11049251,42106,0,0,772,0,0,4387770,13534128,16620053456,6064,9840,3795305,0,0,0,6064,9840,3795305,12501,25070,7582673,0,0,0,12501,25070,7582673,4406335,13569038,16631431434,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,22101,42106,772,4387770,大陸地區,0,6064,個人使用者,12501,4406335,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,9,110/09,4286431,9670437,14307276892,false,4206931,9639982,14287777495,113,179,182306,20991,2111,8981868,39753,0,0,748,0,0,4268536,9642272,14296941669,5840,7671,3291300,0,0,0,5840,7671,3291300,12055,20494,7043923,0,0,0,12055,20494,7043923,4286431,9670437,14307276892,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,20991,39753,748,4268536,大陸地區,0,5840,個人使用者,12055,4286431,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,8,110/08,4141280,10033277,14012679232,false,4064771,10006917,13986949558,112,116,208675,20263,374,16090249,38236,0,0,735,0,0,4124117,10007407,14003248482,5590,6774,2777178,0,0,0,5590,6774,2777178,11573,19096,6653572,0,0,0,11573,19096,6653572,4141280,10033277,14012679232,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,20263,38236,735,4124117,大陸地區,0,5590,個人使用者,11573,4141280,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,7,110/07,4020873,9182227,13626037646,false,3947010,9159986,13600335112,109,18,23936,19603,337,16605423,36880,0,0,692,0,0,4004294,9160341,13616964471,5380,5499,2562761,0,0,0,5380,5499,2562761,11199,16387,6510414,0,0,0,11199,16387,6510414,4020873,9182227,13626037646,一卡通票證股份有限公司,使用者人數,本國籍使用者,政府機關,19603,36880,692,4004294,大陸地區,0,5380,個人使用者,11199,4020873,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,6,110/06,7622770,12531698,6432570056,false,3743585,3194384,1614050206,81,198945,52794084,18439,2298034,1449825546,34352,542298,80278778,635,13783,11863273,3797092,6247444,3208811887,4575,4721,2165341,0,0,0,4575,4721,2165341,9718,13684,5307800,0,0,0,9718,13684,5307800,3811385,6265849,3216285028,一卡通票證股份有限公司,使用者人數,,政府機關,18439,34352,635,3797092,大陸地區,0,4575,個人使用者,9718,3811385,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,3743585,3194384,1614050206,81,198945,52794084,18439,2298034,1449825546,34352,542298,80278778,635,13783,11863273,3797092,6247444,3208811887,4575,4721,2165341,0,0,0,4575,4721,2165341,9718,13684,5307800,0,0,0,9718,13684,5307800,3811385,6265849,3216285028,110 年 06 月,本國籍使用者,本國籍使用者,3797092,4575,9718,3811385
110,5,110/05,7316668,14600604,8152258452,false,3594185,3730348,2044297371,80,311400,342051973,17593,2667567,1596012506,32424,555600,76829009,582,13101,8844803,3644864,7278016,4068035662,4270,5633,2327454,0,0,0,4270,5633,2327454,9200,16653,5766110,0,0,0,9200,16653,5766110,3658334,7300302,4076129226,一卡通票證股份有限公司,使用者人數,,政府機關,17593,32424,582,3644864,大陸地區,0,4270,個人使用者,9200,3658334,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,3594185,3730348,2044297371,80,311400,342051973,17593,2667567,1596012506,32424,555600,76829009,582,13101,8844803,3644864,7278016,4068035662,4270,5633,2327454,0,0,0,4270,5633,2327454,9200,16653,5766110,0,0,0,9200,16653,5766110,3658334,7300302,4076129226,110 年 05 月,本國籍使用者,本國籍使用者,3644864,4270,9200,3658334
110,4,110/04,7046452,14694248,7241408454,false,3461766,3783786,1821417834,70,307811,256868591,16909,2721946,1460861984,31196,498320,66746609,538,11386,7620371,3510479,7323249,3613515389,4039,5884,2160112,0,0,0,4039,5884,2160112,8708,17991,5028726,0,0,0,8708,17991,5028726,3523226,7347124,3620704227,一卡通票證股份有限公司,使用者人數,,政府機關,16909,31196,538,3510479,大陸地區,0,4039,個人使用者,8708,3523226,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,3461766,3783786,1821417834,70,307811,256868591,16909,2721946,1460861984,31196,498320,66746609,538,11386,7620371,3510479,7323249,3613515389,4039,5884,2160112,0,0,0,4039,5884,2160112,8708,17991,5028726,0,0,0,8708,17991,5028726,3523226,7347124,3620704227,110 年 04 月,本國籍使用者,本國籍使用者,3510479,4039,8708,3523226
110,3,110/03,6828938,14253688,8124941584,false,3355347,3677564,2041293547,70,324488,317763789,16317,2632162,1631904020,30092,459505,58857866,490,10526,5925907,3402316,7104245,4055745129,3868,5659,2131894,0,0,0,3868,5659,2131894,8285,16940,4593769,0,0,0,8285,16940,4593769,3414469,7126844,4062470792,一卡通票證股份有限公司,使用者人數,,政府機關,16317,30092,490,3402316,大陸地區,0,3868,個人使用者,8285,3414469,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,3355347,3677564,2041293547,70,324488,317763789,16317,2632162,1631904020,30092,459505,58857866,490,10526,5925907,3402316,7104245,4055745129,3868,5659,2131894,0,0,0,3868,5659,2131894,8285,16940,4593769,0,0,0,8285,16940,4593769,3414469,7126844,4062470792,110 年 03 月,本國籍使用者,本國籍使用者,3402316,3868,8285,3414469
110,2,110/02,6600882,10863896,5883035400,false,3243975,2778635,1478114525,67,218458,32399112,15656,2068445,1368228108,28841,336975,49686884,467,12653,7957928,3289006,5415166,2936386557,3631,4231,1470349,0,0,0,3631,4231,1470349,7804,12551,3660794,0,0,0,7804,12551,3660794,3300441,5431948,2941517700,一卡通票證股份有限公司,使用者人數,,政府機關,15656,28841,467,3289006,大陸地區,0,3631,個人使用者,7804,3300441,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,3243975,2778635,1478114525,67,218458,32399112,15656,2068445,1368228108,28841,336975,49686884,467,12653,7957928,3289006,5415166,2936386557,3631,4231,1470349,0,0,0,3631,4231,1470349,7804,12551,3660794,0,0,0,7804,12551,3660794,3300441,5431948,2941517700,110 年 02 月,本國籍使用者,本國籍使用者,3289006,3631,7804,3300441
110,1,110/01,6292570,11268802,6575514780,false,3091393,2880537,1650368173,64,268604,45505201,15349,2125131,1533384656,28244,333268,46242508,443,8775,6714330,3135493,5616315,3282214868,3429,4601,1535938,0,0,0,3429,4601,1535938,7363,13485,4006584,0,0,0,7363,13485,4006584,3146285,5634401,3287757390,一卡通票證股份有限公司,使用者人數,,政府機關,15349,28244,443,3135493,大陸地區,0,3429,個人使用者,7363,3146285,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,3091393,2880537,1650368173,64,268604,45505201,15349,2125131,1533384656,28244,333268,46242508,443,8775,6714330,3135493,5616315,3282214868,3429,4601,1535938,0,0,0,3429,4601,1535938,7363,13485,4006584,0,0,0,7363,13485,4006584,3146285,5634401,3287757390,110 年 01 月,本國籍使用者,本國籍使用者,3135493,3429,7363,3146285
109,12,109/12,6095996,11296278,8041676754,false,2995197,2909505,2017376008,63,272535,34913482,14900,2128951,1916724067,27197,309464,40151293,420,9210,5814350,3037777,5629665,4014979200,3264,4672,1820063,0,0,0,3264,4672,1820063,6957,13802,4039114,0,0,0,6957,13802,4039114,3047998,5648139,4020838377,一卡通票證股份有限公司,使用者人數,,政府機關,14900,27197,420,3037777,大陸地區,0,3264,個人使用者,6957,3047998,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2995197,2909505,2017376008,63,272535,34913482,14900,2128951,1916724067,27197,309464,40151293,420,9210,5814350,3037777,5629665,4014979200,3264,4672,1820063,0,0,0,3264,4672,1820063,6957,13802,4039114,0,0,0,6957,13802,4039114,3047998,5648139,4020838377,109 年 12 月,本國籍使用者,本國籍使用者,3037777,3264,6957,3047998
109,11,109/11,5905698,11018594,7624826680,false,2902444,2843340,1912034116,53,261672,59105601,14376,2082300,1795822460,25942,297655,36131764,393,6731,3434951,2943208,5491698,3806528892,3082,4416,1680006,0,0,0,3082,4416,1680006,6559,13183,4204442,0,0,0,6559,13183,4204442,2952849,5509297,3812413340,一卡通票證股份有限公司,使用者人數,,政府機關,14376,25942,393,2943208,大陸地區,0,3082,個人使用者,6559,2952849,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2902444,2843340,1912034116,53,261672,59105601,14376,2082300,1795822460,25942,297655,36131764,393,6731,3434951,2943208,5491698,3806528892,3082,4416,1680006,0,0,0,3082,4416,1680006,6559,13183,4204442,0,0,0,6559,13183,4204442,2952849,5509297,3812413340,109 年 11 月,本國籍使用者,本國籍使用者,2943208,3082,6559,2952849
109,10,109/10,5719456,10508560,6614273462,false,2811475,2685752,1658042404,41,242158,54645304,13932,2006352,1549064352,24816,298548,37180910,373,5784,3009877,2850637,5238594,3301942847,2917,4017,1409075,0,0,0,2917,4017,1409075,6174,11669,3784809,0,0,0,6174,11669,3784809,2859728,5254280,3307136731,一卡通票證股份有限公司,使用者人數,,政府機關,13932,24816,373,2850637,大陸地區,0,2917,個人使用者,6174,2859728,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2811475,2685752,1658042404,41,242158,54645304,13932,2006352,1549064352,24816,298548,37180910,373,5784,3009877,2850637,5238594,3301942847,2917,4017,1409075,0,0,0,2917,4017,1409075,6174,11669,3784809,0,0,0,6174,11669,3784809,2859728,5254280,3307136731,109 年 10 月,本國籍使用者,本國籍使用者,2850637,2917,6174,2859728
109,9,109/09,5543946,10938860,7578587292,false,2725842,2786951,1900796779,41,225266,35512890,13378,2113522,1798669971,23793,319576,44730163,340,8193,3053021,2763394,5453508,3782762824,2777,4566,2150630,0,0,0,2777,4566,2150630,5802,11356,4380192,0,0,0,5802,11356,4380192,2771973,5469430,3789293646,一卡通票證股份有限公司,使用者人數,,政府機關,13378,23793,340,2763394,大陸地區,0,2777,個人使用者,5802,2771973,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2725842,2786951,1900796779,41,225266,35512890,13378,2113522,1798669971,23793,319576,44730163,340,8193,3053021,2763394,5453508,3782762824,2777,4566,2150630,0,0,0,2777,4566,2150630,5802,11356,4380192,0,0,0,5802,11356,4380192,2771973,5469430,3789293646,109 年 09 月,本國籍使用者,本國籍使用者,2763394,2777,5802,2771973
109,8,109/08,5338458,10297872,6329024362,false,2625540,2615538,1585357278,40,235861,26525745,12616,2019285,1509787564,22594,259148,35640580,308,4863,1884421,2661098,5134695,3159195588,2664,3843,1811221,0,0,0,2664,3843,1811221,5467,10398,3505372,0,0,0,5467,10398,3505372,2669229,5148936,3164512181,一卡通票證股份有限公司,使用者人數,,政府機關,12616,22594,308,2661098,大陸地區,0,2664,個人使用者,5467,2669229,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2625540,2615538,1585357278,40,235861,26525745,12616,2019285,1509787564,22594,259148,35640580,308,4863,1884421,2661098,5134695,3159195588,2664,3843,1811221,0,0,0,2664,3843,1811221,5467,10398,3505372,0,0,0,5467,10398,3505372,2669229,5148936,3164512181,109 年 08 月,本國籍使用者,本國籍使用者,2661098,2664,5467,2669229
109,7,109/07,5142984,0,0,false,2530404,,,40,,,11939,,,21172,,,273,,,2563828,,,2501,,,0,,,2501,,,5163,,,0,,,5163,,,2571492,,,一卡通票證股份有限公司,使用者人數,,政府機關,11939,21172,273,2563828,大陸地區,0,2501,個人使用者,5163,2571492,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2530404,,,40,,,11939,,,21172,,,273,,,2563828,,,2501,,,0,,,2501,,,5163,,,0,,,5163,,,2571492,,,109 年 07 月,本國籍使用者,本國籍使用者,2563828,2501,5163,2571492
109,6,109/06,4899990,0,0,false,2411988,,,39,,,11184,,,19385,,,246,,,2442842,,,2317,,,0,,,2317,,,4836,,,0,,,4836,,,2449995,,,一卡通票證股份有限公司,使用者人數,,政府機關,11184,19385,246,2442842,大陸地區,0,2317,個人使用者,4836,2449995,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2411988,,,39,,,11184,,,19385,,,246,,,2442842,,,2317,,,0,,,2317,,,4836,,,0,,,4836,,,2449995,,,109 年 06 月,本國籍使用者,本國籍使用者,2442842,2317,4836,2449995
109,5,109/05,4736996,0,0,false,2333485,,,37,,,10443,,,17549,,,230,,,2361744,,,2168,,,0,,,2168,,,4586,,,0,,,4586,,,2368498,,,一卡通票證股份有限公司,使用者人數,,政府機關,10443,17549,230,2361744,大陸地區,0,2168,個人使用者,4586,2368498,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2333485,,,37,,,10443,,,17549,,,230,,,2361744,,,2168,,,0,,,2168,,,4586,,,0,,,4586,,,2368498,,,109 年 05 月,本國籍使用者,本國籍使用者,2361744,2168,4586,2368498
109,4,109/04,4585854,0,0,false,2260568,,,37,,,9700,,,16032,,,226,,,2286563,,,2022,,,0,,,2022,,,4342,,,0,,,4342,,,2292927,,,一卡通票證股份有限公司,使用者人數,,政府機關,9700,16032,226,2286563,大陸地區,0,2022,個人使用者,4342,2292927,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2260568,,,37,,,9700,,,16032,,,226,,,2286563,,,2022,,,0,,,2022,,,4342,,,0,,,4342,,,2292927,,,109 年 04 月,本國籍使用者,本國籍使用者,2286563,2022,4342,2292927
109,3,109/03,4439094,0,0,false,2189402,,,36,,,9074,,,14821,,,219,,,2213552,,,1913,,,0,,,1913,,,4082,,,0,,,4082,,,2219547,,,一卡通票證股份有限公司,使用者人數,,政府機關,9074,14821,219,2213552,大陸地區,0,1913,個人使用者,4082,2219547,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2189402,,,36,,,9074,,,14821,,,219,,,2213552,,,1913,,,0,,,1913,,,4082,,,0,,,4082,,,2219547,,,109 年 03 月,本國籍使用者,本國籍使用者,2213552,1913,4082,2219547
109,2,109/02,4323550,0,0,false,2133513,,,34,,,8510,,,13812,,,198,,,2156067,,,1834,,,0,,,1834,,,3874,,,0,,,3874,,,2161775,,,一卡通票證股份有限公司,使用者人數,,政府機關,8510,13812,198,2156067,大陸地區,0,1834,個人使用者,3874,2161775,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2133513,,,34,,,8510,,,13812,,,198,,,2156067,,,1834,,,0,,,1834,,,3874,,,0,,,3874,,,2161775,,,109 年 02 月,本國籍使用者,本國籍使用者,2156067,1834,3874,2161775
109,1,109/01,4202032,0,0,false,2074439,,,27,,,7961,,,12969,,,167,,,2095563,,,1751,,,0,,,1751,,,3702,,,0,,,3702,,,2101016,,,一卡通票證股份有限公司,使用者人數,,政府機關,7961,12969,167,2095563,大陸地區,0,1751,個人使用者,3702,2101016,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2074439,,,27,,,7961,,,12969,,,167,,,2095563,,,1751,,,0,,,1751,,,3702,,,0,,,3702,,,2101016,,,109 年 01 月,本國籍使用者,本國籍使用者,2095563,1751,3702,2101016
108,12,108/12,4055020,0,0,false,2001939,,,22,,,7633,,,12462,,,159,,,2022215,,,1710,,,0,,,1710,,,3585,,,0,,,3585,,,2027510,,,一卡通票證股份有限公司,使用者人數,,政府機關,7633,12462,159,2022215,大陸地區,0,1710,個人使用者,3585,2027510,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2001939,,,22,,,7633,,,12462,,,159,,,2022215,,,1710,,,0,,,1710,,,3585,,,0,,,3585,,,2027510,,,108 年 12 月,本國籍使用者,本國籍使用者,2022215,1710,3585,2027510
108,11,108/11,3909104,0,0,false,1930837,,,20,,,7125,,,11429,,,149,,,1949560,,,1601,,,0,,,1601,,,3391,,,0,,,3391,,,1954552,,,一卡通票證股份有限公司,使用者人數,,政府機關,7125,11429,149,1949560,大陸地區,0,1601,個人使用者,3391,1954552,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1930837,,,20,,,7125,,,11429,,,149,,,1949560,,,1601,,,0,,,1601,,,3391,,,0,,,3391,,,1954552,,,108 年 11 月,本國籍使用者,本國籍使用者,1949560,1601,3391,1954552
108,10,108/10,3748158,0,0,false,1852177,,,18,,,6614,,,10439,,,135,,,1869383,,,1491,,,0,,,1491,,,3205,,,0,,,3205,,,1874079,,,一卡通票證股份有限公司,使用者人數,,政府機關,6614,10439,135,1869383,大陸地區,0,1491,個人使用者,3205,1874079,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1852177,,,18,,,6614,,,10439,,,135,,,1869383,,,1491,,,0,,,1491,,,3205,,,0,,,3205,,,1874079,,,108 年 10 月,本國籍使用者,本國籍使用者,1869383,1491,3205,1874079
